Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
369,Brett MacDonald,22,VAN,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,,,macdobr01
370,Shane MacEachern,20,STL,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,maceash01
371,Al MacInnis*,24,CGY,D,80,25,58,83,13,114,9.4,16,7,2,2,18,39,1,245,10.2,,,macinal01
372,Norm Maciver,23,NYR,D,37,9,15,24,10,14,4.2,5,4,0,2,7,8,0,65,13.8,,,macivno01
373,David Mackey,21,CHI,LW,23,1,3,4,-14,71,-0.6,1,0,0,1,3,0,0,23,4.3,,,mackeda01
374,John MacLean,23,NJD,RW,76,23,16,39,-10,147,2.4,11,12,0,4,12,4,0,204,11.3,,,maclejo01
375,Paul MacLean,29,WIN,RW,77,40,39,79,-17,76,6.5,18,22,0,2,18,21,0,176,22.7,,,maclepa01
376,Brian MacLellan,29,MNS,LW,75,16,32,48,-44,74,1.8,9,7,0,4,16,16,0,194,8.2,,,maclebr01
377,Craig MacTavish,29,EDM,C,80,15,17,32,-3,47,0.9,12,0,3,5,13,3,1,90,16.7,,,mactacr01
378,Kevin Maguire,25,BUF,RW,46,4,6,10,-1,162,-0.2,4,0,0,0,6,0,0,25,16.0,,,maguike01
379,Mikko Mäkelä,22,NYI,RW,73,36,40,76,14,22,6.7,21,13,2,4,19,21,0,142,25.4,,,makelmi01
380,David Maley,24,NJD,C,44,4,2,6,-13,65,-0.7,3,1,0,1,2,0,0,44,9.1,,,maleyda01
381,Don Maloney,29,NYR,LW,66,12,21,33,12,60,2.0,11,1,0,2,20,0,1,88,13.6,,,malondo01
382,Jimmy Mann,28,PIT,RW,9,0,0,0,0,53,-0.2,0,0,0,0,0,0,0,1,0.0,,,mannji01
383,Dave Manson,21,CHI,D,54,1,6,7,-12,185,1.3,1,0,0,0,6,0,0,47,2.1,,,mansoda01
384,Moe Mantha,27,TOT,D,76,11,27,38,-1,53,5.2,8,3,0,1,16,11,0,223,4.9,,,manthmo01
384,Moe Mantha,27,MNS,D,30,9,13,22,-14,4,2.4,7,2,0,0,7,6,0,107,8.4,,,manthmo01
384,Moe Mantha,27,EDM,D,25,0,6,6,7,26,1.2,0,0,0,0,4,2,0,50,0.0,,,manthmo01
384,Moe Mantha,27,PIT,D,21,2,8,10,6,23,1.6,1,1,0,1,5,3,0,66,3.0,,,manthmo01
385,Gordon Mark,23,NJD,D,19,0,2,2,-13,27,0.0,0,0,0,0,2,0,0,11,0.0,,,markgo01
386,Nevin Markwart,23,BOS,LW,25,1,12,13,4,85,0.5,1,0,0,0,11,0,1,24,4.2,,,markwne01
387,Mario Marois,30,WIN,D,79,7,44,51,5,111,7.1,4,3,0,1,22,21,1,170,4.1,,,maroima01
388,Brad Marsh,29,PHI,D,70,3,9,12,-13,57,2.3,2,0,1,1,7,1,1,57,5.3,,,marshbr01
389,Tom Martin,23,HAR,LW,5,1,2,3,-1,14,0.2,1,0,0,0,2,0,0,8,12.5,,,martito02
390,Steve Martinson,28,DET,LW,10,1,1,2,3,84,0.0,1,0,0,1,1,0,0,3,33.3,,,martist01
391,Dennis Maruk,32,MNS,C,22,7,4,11,1,15,0.8,5,2,0,0,2,2,0,45,15.6,,,marukde01
392,Dwight Mathiasen,24,PIT,RW,23,0,6,6,-7,14,-0.4,0,0,0,0,6,0,0,29,0.0,,,mathidw01
393,Alan May,23,BOS,RW,3,0,0,0,-1,15,-0.1,0,0,0,0,0,0,0,3,0.0,,,mayal01
394,Pat Mayer,26,PIT,D,1,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,,,mayerpa01
395,Andrew McBain,23,WIN,RW,74,32,31,63,-10,145,5.0,12,20,0,5,15,16,0,146,21.9,,,mcbaian01
396,Wayne McBean,18,LAK,D,27,0,1,1,-14,26,-0.2,0,0,0,0,1,0,0,21,0.0,,,mcbeawa01
397,Tom McCarthy,27,BOS,LW,7,2,5,7,3,6,0.6,1,1,0,0,4,1,0,10,20.0,,,mccarto02
398,Kevin McClelland,25,EDM,RW,74,10,6,16,1,281,-0.3,10,0,0,0,6,0,0,61,16.4,,,mccleke01
399,Brad McCrimmon,28,CGY,D,80,7,35,42,48,98,7.0,3,1,3,2,26,6,3,102,6.9,,,mccribr01
400,Lanny McDonald*,34,CGY,RW,60,10,13,23,2,57,0.6,10,0,0,2,12,1,0,79,12.7,,,mcdonla01
401,Mike McEwen,31,HAR,D,9,0,3,3,-1,10,0.6,0,0,0,0,1,2,0,22,0.0,,,mcewemi01
402,Bob McGill,25,CHI,D,67,4,7,11,-19,131,1.7,4,0,0,1,6,0,1,56,7.1,,,mcgilbo01
403,Tony McKegney,29,STL,LW,80,40,38,78,10,82,6.9,24,13,3,1,26,11,1,241,16.6,,,mckegto01
404,Sean McKenna,25,TOT,RW,70,8,7,15,-25,24,-0.8,8,0,0,1,7,0,0,80,10.0,,,mckense01
404,Sean McKenna,25,TOR,RW,40,5,5,10,-11,12,-0.2,5,0,0,1,5,0,0,46,10.9,,,mckense01
404,Sean McKenna,25,LAK,RW,30,3,2,5,-14,12,-0.6,3,0,0,0,2,0,0,34,8.8,,,mckense01
405,Todd McLellan,20,NYI,C,5,1,1,2,-1,0,0.1,1,0,0,0,1,0,0,4,25.0,,,mclelto01
406,Dave McLlwain,21,PIT,C,66,11,8,19,-1,40,0.4,10,1,0,0,8,0,0,65,16.9,,,mcllwda01
407,Tom McMurchy,24,EDM,RW,9,4,1,5,2,8,0.4,4,0,0,1,1,0,0,11,36.4,,,mcmurto01
408,George McPhee,29,NJD,LW,5,3,0,3,2,8,0.4,3,0,0,1,0,0,0,5,60.0,,,mcphege01
409,Mike McPhee,27,MTL,LW,77,23,20,43,19,53,3.4,21,0,2,4,18,1,1,151,15.2,,,mcphemi01
410,Basil McRae,27,MNS,LW,80,5,11,16,-28,382,-1.0,5,0,0,0,11,0,0,107,4.7,,,mcraeba01
411,Chris McRae,22,TOR,LW,11,0,0,0,0,65,-0.3,0,0,0,0,0,0,0,0,,,,mcraech01
412,Ken McRae,19,QUE,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,,,mcraeke01
413,Marty McSorley,24,EDM,RW,60,9,17,26,23,223,1.4,9,0,0,1,17,0,0,66,13.6,,,mcsorma01
414,Don McSween,23,BUF,D,5,0,1,1,1,6,0.3,0,0,0,0,1,0,0,4,0.0,,,mcswedo01
415,Rick Meagher,34,STL,C,76,18,16,34,0,76,2.0,13,0,5,3,15,1,0,113,15.9,,,meaghri01
416,Scott Mellanby,21,PHI,RW,75,25,26,51,-7,185,3.5,18,7,0,2,15,11,0,190,13.2,,,mellasc01
417,Larry Melnyk,27,TOT,D,63,2,4,6,-19,107,1.5,2,0,0,0,4,0,0,40,5.0,,,melnyla01
417,Larry Melnyk,27,VAN,D,49,2,3,5,-12,73,1.4,2,0,0,0,3,0,0,32,6.3,,,melnyla01
417,Larry Melnyk,27,NYR,D,14,0,1,1,-7,34,0.2,0,0,0,0,1,0,0,8,0.0,,,melnyla01
418,Mark Messier*,27,EDM,C,77,37,74,111,21,103,9.0,22,12,3,7,48,21,5,182,20.3,,,messima01
419,Mitch Messier,22,MNS,RW,13,0,1,1,-5,11,-0.4,0,0,0,0,1,0,0,5,0.0,,,messimi01
420,Scott Metcalfe,21,TOT,LW,3,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,1,0.0,,,metcasc01
420,Scott Metcalfe,21,EDM,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,,,metcasc01
420,Scott Metcalfe,21,BUF,LW,1,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,,,metcasc01
421,Pat Micheletti,24,MNS,C,12,2,0,2,2,8,0.1,2,0,0,0,0,0,0,18,11.1,,,michepa01
422,Max Middendorf,20,QUE,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,middema01
423,Rick Middleton,34,BOS,RW,59,13,19,32,3,11,1.9,8,2,3,1,15,2,2,79,16.5,,,middlri01
424,Mike Millar,22,HAR,RW,28,7,7,14,-5,6,0.9,3,4,0,2,3,4,0,58,12.1,,,millami01
425,Jay Miller,27,BOS,LW,78,7,12,19,-5,304,-0.2,7,0,0,1,12,0,0,44,15.9,,,milleja02
426,Kelly Miller,24,WSH,C,80,9,23,32,9,35,1.5,8,0,1,3,22,0,1,96,9.4,,,milleke01
427,John Miner,22,EDM,D,14,2,3,5,-4,16,0.5,2,0,0,0,2,1,0,16,12.5,,,minerjo01
428,Randy Moller,24,QUE,D,66,3,22,25,-11,169,3.6,3,0,0,2,19,3,0,116,2.6,,,mollera01
429,Sergio Momesso,22,MTL,LW,53,7,14,21,9,101,1.0,6,1,0,0,14,0,0,72,9.7,,,momesse01
430,Ken Morrow,31,NYI,D,53,1,4,5,0,40,1.8,1,0,0,0,4,0,0,50,2.0,,,morroke01
431,Brian Mullen,25,NYR,LW,74,25,29,54,-2,42,3.9,15,10,0,4,20,9,0,147,17.0,,,mullebr01
432,Joe Mullen*,30,CGY,RW,80,40,44,84,28,30,7.4,28,12,0,5,31,13,0,205,19.5,,,mullejo01
433,Kirk Muller,21,NJD,C,80,37,57,94,19,114,8.2,18,17,2,1,37,20,0,215,17.2,,,mulleki01
434,Craig Muni,25,EDM,D,72,4,15,19,32,77,4.4,3,0,1,0,13,0,2,56,7.1,,,municr01
435,Joe Murphy,20,DET,RW,50,10,9,19,-4,37,0.7,9,1,0,2,6,3,0,82,12.2,,,murphjo01
436,Larry Murphy*,26,WSH,D,79,8,53,61,2,72,8.5,1,7,0,1,22,30,1,201,4.0,,,murphla01
437,Rob Murphy,18,VAN,C,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,,,murphro02
438,Bob Murray,33,CHI,D,62,6,20,26,-7,44,3.5,5,1,0,0,7,10,3,97,6.2,,,murrabo02
439,Mike Murray,21,PHI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,,,murrami02
440,Troy Murray,25,CHI,C,79,22,36,58,-17,96,3.5,17,3,2,2,23,11,2,148,14.9,,,murratr01
441,Dana Murzyn,21,TOT,D,74,7,11,18,1,139,3.9,6,1,0,1,11,0,0,107,6.5,,,murzyda01
441,Dana Murzyn,21,CGY,D,41,6,5,11,9,94,2.1,6,0,0,1,5,0,0,58,10.3,,,murzyda01
441,Dana Murzyn,21,HAR,D,33,1,6,7,-8,45,1.7,0,1,0,0,6,0,0,49,2.0,,,murzyda01
442,František Musil,23,MNS,D,80,9,8,17,-2,213,4.2,7,1,1,0,8,0,0,78,11.5,,,musilfr01
443,Don Nachbaur,29,PHI,C,20,0,4,4,2,61,-0.2,0,0,0,0,4,0,0,11,0.0,,,nachbdo01
444,Mark Napier,31,BUF,RW,47,10,8,18,-3,8,0.8,9,0,1,2,8,0,0,81,12.3,,,napiema01
445,Mats Näslund,28,MTL,LW,78,24,59,83,17,14,6.4,20,4,0,2,36,23,0,167,14.4,,,nasluma01
446,Ric Nattress,25,CGY,D,63,2,13,15,14,37,2.6,2,0,0,0,13,0,0,48,4.2,,,nattrri01
447,Mike Natyshak,24,QUE,RW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,,,natysmi01
448,Cam Neely*,22,BOS,RW,69,42,27,69,30,175,7.2,31,11,0,3,17,10,0,207,20.3,,,neelyca01
449,Steve Nemeth,20,NYR,C,12,2,0,2,-4,2,-0.1,1,0,1,0,0,0,0,12,16.7,,,nemetst01
450,Ray Neufeld,28,WIN,RW,78,18,18,36,-29,169,1.3,9,9,0,2,10,8,0,115,15.7,,,neufera01
451,Bernie Nicholls,26,LAK,C,65,32,46,78,2,114,6.5,17,8,7,1,24,22,0,236,13.6,,,nichobe01
452,Kraig Nienhuis,26,BOS,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,,,nienhkr01
453,Joe Nieuwendyk*,21,CGY,C,75,51,41,92,20,23,8.7,17,31,3,8,25,14,2,212,24.1,,,nieuwjo01
454,Chris Nilan,29,TOT,RW,72,10,10,20,-2,305,0.4,10,0,0,1,10,0,0,88,11.4,,,nilanch01
454,Chris Nilan,29,MTL,RW,50,7,5,12,-2,209,0.1,7,0,0,1,5,0,0,68,10.3,,,nilanch01
454,Chris Nilan,29,NYR,RW,22,3,5,8,0,96,0.3,3,0,0,0,5,0,0,20,15.0,,,nilanch01
455,Jim Nill,29,TOT,RW,60,3,12,15,-5,99,-0.4,3,0,0,0,12,0,0,38,7.9,,,nillji01
455,Jim Nill,29,DET,RW,36,3,11,14,2,55,0.3,3,0,0,0,11,0,0,25,12.0,,,nillji01
455,Jim Nill,29,WIN,RW,24,0,1,1,-7,44,-0.7,0,0,0,0,1,0,0,13,0.0,,,nillji01
456,Brian Noonan,22,CHI,C,77,10,20,30,-27,44,0.3,7,3,0,2,12,8,0,87,11.5,,,noonabr01
457,Robert Nordmark,25,STL,D,67,3,18,21,-6,60,3.6,1,2,0,0,6,12,0,78,3.8,,,nordmro01
458,Jeff Norton,22,NYI,D,15,1,6,7,3,14,1.1,0,1,0,1,4,2,0,18,5.6,,,nortoje01
459,Lee Norwood,27,DET,D,51,9,22,31,4,131,4.4,6,3,0,2,12,8,2,106,8.5,,,norwole01
460,Gary Nylund,24,CHI,D,76,4,15,19,-9,208,3.1,4,0,0,0,13,0,2,92,4.3,,,nylunga01
461,Jack O'Callahan,30,NJD,D,50,7,19,26,-3,97,3.8,3,4,0,1,6,13,0,90,7.8,,,ocallja01
462,Mike O'Connell,32,DET,D,48,6,13,19,24,38,4.3,6,0,0,0,8,3,2,68,8.8,,,oconnmi01
463,Bill O'Dwyer,28,BOS,C,77,7,10,17,-3,83,-0.3,6,1,0,1,8,0,2,98,7.1,,,odwyebi01
464,Adam Oates*,25,DET,C,63,14,40,54,16,20,3.8,11,3,0,3,30,10,0,111,12.6,,,oatesad01
465,Selmar Odelein,21,EDM,D,12,0,2,2,-2,33,0.2,0,0,0,0,1,1,0,17,0.0,,,odelese01
466,John Ogrodnick,28,NYR,LW,64,22,32,54,-3,16,3.9,15,7,0,5,15,17,0,152,14.5,,,ogrodjo01
467,Todd Okerlund,23,NYI,RW,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,,,okerlto01
468,Fredrik Olausson,21,WIN,D,38,5,10,15,3,18,2.9,3,2,0,2,5,5,0,65,7.7,,,olausfr01
469,Eddie Olczyk,21,TOR,RW,80,42,33,75,-22,55,6.0,24,14,4,3,20,10,3,243,17.3,,,olczyed01
470,Mark Osborne,26,TOR,LW,79,23,37,60,-3,102,4.0,17,4,2,0,24,10,3,155,14.8,,,osborma01
471,Joel Otto,26,CGY,C,62,13,39,52,16,194,3.2,8,4,1,4,28,9,2,105,12.4,,,ottojo01
472,Wilf Paiement,32,PIT,RW,23,2,6,8,-4,39,0.0,2,0,0,0,6,0,0,25,8.0,,,paiemwi01
473,Jeff Parker,23,BUF,C,4,0,2,2,-1,2,0.0,0,0,0,0,2,0,0,0,,,,parkeje01
474,Greg Paslawski,26,STL,RW,17,2,1,3,-14,4,-0.4,2,0,0,1,0,1,0,30,6.7,,,paslagr01
475,Joe Paterson,27,TOT,LW,53,2,6,8,-14,176,-1.0,2,0,0,0,6,0,0,29,6.9,,,paterjo01
475,Joe Paterson,27,LAK,LW,32,1,3,4,-10,113,-0.7,1,0,0,0,3,0,0,20,5.0,,,paterjo01
475,Joe Paterson,27,NYR,LW,21,1,3,4,-4,63,-0.2,1,0,0,0,3,0,0,9,11.1,,,paterjo01
476,James Patrick,24,NYR,D,70,17,45,62,16,52,9.0,8,9,0,1,19,26,0,187,9.1,,,patrija01
477,Colin Patterson,27,CGY,LW,39,7,11,18,7,28,0.8,7,0,0,0,11,0,0,37,18.9,,,patteco01
478,Jim Pavese,25,TOT,D,25,0,5,5,-5,77,0.9,0,0,0,0,4,1,0,20,0.0,,,pavesji01
478,Jim Pavese,25,NYR,D,14,0,1,1,-7,48,0.2,0,0,0,0,1,0,0,13,0.0,,,pavesji01
478,Jim Pavese,25,DET,D,7,0,3,3,3,21,0.6,0,0,0,0,2,1,0,4,0.0,,,pavesji01
478,Jim Pavese,25,STL,D,4,0,1,1,-1,8,0.1,0,0,0,0,1,0,0,3,0.0,,,pavesji01
479,Steve Payne,29,MNS,LW,9,1,3,4,-1,12,0.1,1,0,0,0,1,2,0,15,6.7,,,paynest01
480,Kent Paynter,22,CHI,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,payntke01
481,Allen Pedersen,23,BOS,D,78,0,6,6,6,90,3.5,0,0,0,0,6,0,0,43,0.0,,,pederal01
482,Barry Pederson,26,VAN,C,76,19,52,71,2,92,5.0,14,4,1,1,31,19,2,163,11.7,,,pederba01
483,Jim Peplinski,27,CGY,LW,75,20,31,51,20,234,3.4,18,0,2,4,30,0,1,128,15.6,,,pepliji01
484,Brent Peterson,29,HAR,C,52,2,7,9,-9,40,-0.5,2,0,0,0,7,0,0,33,6.1,,,peterbr01
485,Michel Petit,23,TOT,D,74,9,27,36,-1,258,5.7,7,2,0,3,16,11,0,109,8.3,,,petitmi01
485,Michel Petit,23,NYR,D,64,9,24,33,3,223,5.4,7,2,0,3,15,9,0,96,9.4,,,petitmi01
485,Michel Petit,23,VAN,D,10,0,3,3,-4,35,0.3,0,0,0,0,1,2,0,13,0.0,,,petitmi01
486,Lyle Phair,26,LAK,LW,28,4,6,10,-5,8,0.2,4,0,0,0,3,2,1,35,11.4,,,phairly01
487,Robert Picard,30,QUE,D,65,3,13,16,-1,103,3.5,2,0,1,1,11,2,0,110,2.7,,,picarro02
488,Dave Pichette,27,NYR,D,6,1,3,4,-2,4,0.5,1,0,0,0,0,3,0,7,14.3,,,picheda01
489,Michal Pivoňka,22,WSH,LW,71,11,23,34,1,28,1.7,8,3,0,0,13,10,0,96,11.5,,,pivonmi01
490,Jim Playfair,23,CHI,D,12,1,3,4,4,21,0.9,0,1,0,0,2,1,0,11,9.1,,,playfji01
491,Larry Playfair,29,LAK,D,54,0,7,7,-13,197,0.8,0,0,0,0,7,0,0,20,0.0,,,playfla01
492,Willi Plett,32,BOS,RW,65,2,3,5,-10,170,-1.4,1,1,0,0,2,1,0,29,6.9,,,plettwi01
493,Walt Poddubny,27,NYR,C,77,38,50,88,2,76,7.3,25,13,0,4,23,27,0,202,18.8,,,podduwa01
494,Rudy Poeschek,21,NYR,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,,,poescru01
495,Denis Potvin*,34,NYI,D,72,19,32,51,26,112,8.5,10,9,0,3,13,19,0,188,10.1,,,potvide01
496,Daniel Poudrier,23,QUE,D,6,0,0,0,-1,0,0.1,0,0,0,0,0,0,0,0,,,,poudrda01
497,Dave Poulin,29,PHI,C,68,19,32,51,17,32,3.9,13,1,5,3,27,3,2,125,15.2,,,poulida02
498,Petr Prajsler,22,LAK,D,7,0,0,0,2,2,0.2,0,0,0,0,0,0,0,2,0.0,,,prajspe01
499,Wayne Presley,22,CHI,RW,42,12,10,22,-13,52,1.1,8,4,0,1,6,4,0,89,13.5,,,preslwa01
500,Pat Price,32,MNS,D,14,0,2,2,-3,20,0.4,0,0,0,0,2,0,0,10,0.0,,,pricepa01
501,Ken Priestlay,20,BUF,C,33,5,12,17,-4,35,0.7,3,1,1,0,8,4,0,63,7.9,,,prieske01
502,Bob Probert,22,DET,RW,74,29,33,62,16,398,5.2,14,15,0,5,25,8,0,126,23.0,,,probebo01
503,Brian Propp,28,PHI,LW,74,27,49,76,8,76,5.9,18,7,2,6,30,17,2,257,10.5,,,proppbr01
504,Chris Pryor,27,TOT,D,4,0,0,0,0,8,0.1,0,0,0,0,0,0,0,4,0.0,,,pryorch01
504,Chris Pryor,27,MNS,D,3,0,0,0,-1,6,0.0,0,0,0,0,0,0,0,3,0.0,,,pryorch01
504,Chris Pryor,27,NYI,D,1,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,,,pryorch01
505,Joel Quenneville,29,HAR,D,77,1,8,9,-13,44,3.7,1,0,0,0,8,0,0,42,2.4,,,quennjo01
506,Dan Quinn,22,PIT,C,70,40,39,79,-8,50,6.7,18,21,1,4,20,18,1,235,17.0,,,quinnda01
507,Ken Quinney,22,QUE,RW,15,2,2,4,-3,5,0.0,1,1,0,0,1,1,0,20,10.0,,,quinnke01
508,Herb Raglan,20,STL,RW,73,10,15,25,-10,190,0.5,10,0,0,2,15,0,0,95,10.5,,,raglahe01
509,Rob Ramage,29,TOT,D,79,9,40,49,-4,164,6.3,3,6,0,0,19,21,0,215,4.2,,,ramagro01
509,Rob Ramage,29,STL,D,67,8,34,42,-20,127,4.7,3,5,0,0,14,20,0,203,3.9,,,ramagro01
509,Rob Ramage,29,CGY,D,12,1,6,7,16,37,1.6,0,1,0,0,5,1,0,12,8.3,,,ramagro01
510,Mike Ramsey,27,BUF,D,63,5,16,21,6,77,3.9,4,1,0,0,8,8,0,94,5.3,,,ramsemi01
511,Craig Redmond,22,LAK,D,2,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,5,0.0,,,redmocr01
512,Mark Reeds,28,HAR,RW,38,0,7,7,-13,31,-0.6,0,0,0,0,6,0,1,36,0.0,,,reedsma01
513,Joe Reekie,22,BUF,D,30,1,4,5,-3,68,1.0,1,0,0,0,4,0,0,23,4.3,,,reekijo01
514,Dave Reid,23,BOS,LW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0.0,,,reidda02
515,Paul Reinhart,28,CGY,D,14,0,4,4,0,10,0.4,0,0,0,0,0,4,0,22,0.0,,,reinhpa01
516,Jean-Marc Richard,21,QUE,D,4,2,1,3,-3,2,0.3,1,1,0,0,0,1,0,5,40.0,,,richaje01
517,Mike Richard,21,WSH,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,,,richami01
518,Luke Richardson,18,TOR,D,78,4,6,10,-25,90,1.3,4,0,0,0,6,0,0,49,8.2,,,richalu01
519,Stéphane Richer,21,MTL,RW,72,50,28,78,12,72,7.9,34,16,0,11,15,13,0,263,19.0,,,richest02
520,Dave Richter,27,VAN,D,49,2,4,6,-5,224,1.8,2,0,0,0,4,0,0,18,11.1,,,richtda01
521,Mike Ridley,24,WSH,C,70,28,31,59,1,22,4.9,16,12,0,3,20,11,0,134,20.9,,,ridlemi01
522,Gary Roberts,21,CGY,LW,74,13,15,28,24,282,1.3,13,0,0,1,15,0,0,118,11.0,,,roberga01
523,Gordie Roberts,30,TOT,D,70,3,15,18,-10,143,3.1,3,0,0,0,14,1,0,52,5.8,,,robergo02
523,Gordie Roberts,30,MNS,D,48,1,10,11,-17,103,1.4,1,0,0,0,9,1,0,33,3.0,,,robergo02
523,Gordie Roberts,30,PHI,D,11,1,2,3,7,15,1.0,1,0,0,0,2,0,0,9,11.1,,,robergo02
523,Gordie Roberts,30,STL,D,11,1,3,4,0,25,0.7,1,0,0,0,3,0,0,10,10.0,,,robergo02
524,Torrie Robertson,26,HAR,LW,63,2,8,10,0,293,-0.3,2,0,0,1,8,0,0,46,4.3,,,roberto01
525,Larry Robinson*,36,MTL,D,53,6,34,40,26,30,6.5,4,2,0,1,22,12,0,96,6.3,,,robinla01
526,Luc Robitaille*,21,LAK,LW,80,53,58,111,-9,82,9.8,36,17,0,6,33,25,0,220,24.1,,,robitlu01
527,Normand Rochefort,27,QUE,D,46,3,10,13,-2,49,2.6,2,0,1,0,4,5,1,70,4.3,,,rocheno01
528,Jeff Rohlicek,22,VAN,LW,7,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,2,0.0,,,rohlije01
529,Cliff Ronning,22,STL,C,26,5,8,13,6,12,0.8,4,1,0,1,5,3,0,38,13.2,,,ronnicl01
530,Steve Rooney,25,WIN,LW,56,7,6,13,2,217,0.2,7,0,0,0,6,0,0,62,11.3,,,roonest01
531,Bill Root,28,TOT,D,33,1,2,3,-4,22,1.0,0,1,0,0,2,0,0,19,5.3,,,rootbi01
531,Bill Root,28,PHI,D,24,1,2,3,3,16,1.1,0,1,0,0,2,0,0,13,7.7,,,rootbi01
531,Bill Root,28,STL,D,9,0,0,0,-7,6,-0.1,0,0,0,0,0,0,0,6,0.0,,,rootbi01
532,Magnus Roupé,24,PHI,LW,33,2,4,6,-6,32,-0.4,1,1,0,0,3,1,0,37,5.4,,,roupema01
533,Bob Rouse,23,MNS,D,74,0,12,12,-30,168,1.4,0,0,0,0,11,0,1,62,0.0,,,rousebo01
534,Stéphane Roy,20,MNS,C,12,1,0,1,-6,0,-0.3,1,0,0,0,0,0,0,14,7.1,,,royst01
535,Lindy Ruff,27,BUF,D,77,2,23,25,-9,179,3.5,2,0,0,0,16,5,2,106,1.9,,,ruffli01
536,Terry Ruskowski,33,MNS,LW,47,5,12,17,-15,76,0.1,3,2,0,0,9,1,2,33,15.2,,,ruskote01
537,Christian Ruuttu,23,BUF,C,73,26,45,71,-3,85,5.2,17,8,1,4,26,18,1,185,14.1,,,ruuttch01
538,Börje Salming*,36,TOR,D,66,2,24,26,7,82,3.8,1,1,0,0,15,8,1,92,2.2,,,salmibo01
539,Kjell Samuelsson,29,PHI,D,74,6,24,30,28,184,6.2,3,3,0,0,15,9,0,118,5.1,,,samuekj01
540,Ulf Samuelsson,23,HAR,D,76,8,33,41,-10,159,6.7,5,3,0,0,18,14,1,156,5.1,,,samueul01
541,Scott Sandelin,23,MTL,D,8,0,1,1,0,2,0.3,0,0,0,0,0,1,0,5,0.0,,,sandesc01
542,Jim Sandlak,21,VAN,RW,49,16,15,31,-9,81,2.1,10,6,0,2,10,5,0,96,16.7,,,sandlji01
543,Tomas Sandström,23,NYR,RW,69,28,40,68,-6,95,5.1,17,11,0,3,20,20,0,204,13.7,,,sandsto01
544,Everett Sanipass,19,CHI,LW,57,8,12,20,-9,126,0.4,8,0,0,0,8,4,0,55,14.5,,,sanipev01
545,David Saunders,21,VAN,LW,56,7,13,20,-15,10,0.3,6,1,0,3,6,6,1,100,7.0,,,saundda01
546,Denis Savard*,26,CHI,C,80,44,87,131,4,95,11.0,23,14,7,6,33,48,6,270,16.3,,,savarde01
547,Norm Schmidt,25,PIT,D,5,1,2,3,1,0,0.4,1,0,0,0,0,2,0,13,7.7,,,schmino01
548,Mathieu Schneider,18,MTL,D,4,0,0,0,-1,2,0.1,0,0,0,0,0,0,0,2,0.0,,,schnema01
549,Dwight Schofield,31,WIN,LW,18,0,0,0,-3,33,-0.5,0,0,0,0,0,0,0,3,0.0,,,schofdw01
550,Wally Schreiber,25,MNS,RW,16,6,5,11,-4,2,0.8,3,1,2,1,4,1,0,29,20.7,,,schrewa01
551,Glen Seabrooke,20,PHI,LW,6,0,1,1,-1,2,-0.1,0,0,0,0,0,1,0,3,0.0,,,seabrgl01
552,Al Secord,29,TOR,LW,74,15,27,42,-21,221,1.7,13,2,0,0,20,7,0,149,10.1,,,secoral01
553,Dave Semenko,30,TOR,LW,70,2,3,5,-8,107,-1.5,2,0,0,0,2,1,0,12,16.7,,,semenda01
554,George Servinis,25,MNS,LW,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,8,0.0,,,servige01
555,Brendan Shanahan*,19,NJD,RW,65,7,19,26,-20,131,0.3,5,2,0,2,14,5,0,72,9.7,,,shanabr01
556,Jeff Sharples,20,DET,D,56,10,25,35,13,42,5.4,8,2,0,0,11,14,0,94,10.6,,,sharpje01
557,Brad Shaw,23,HAR,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,,,shawbr01
558,David Shaw,23,NYR,D,68,7,25,32,-8,100,4.7,2,5,0,1,8,17,0,141,5.0,,,shawda01
